ID,target
0140ea0ba,1469710.7865221654
0143ee127,1040062.378171371
014461014,2463698.4390817066
01446634f,1312981.155845661
014729fb2,2580392.187495943
014749c88,1687288.621170047
014787fc1,1729793.889708315
014a6143c,1408107.6745224441
014af25cd,2079187.362417266
014b5797e,1661470.5156769082
014badcb1,1479401.9493330175
014c523b1,4329275.231334206
014e55fdb,1646323.2294232973
014ea0456,1416617.0992691282
0151cc525,1566694.3711018078
015409983,1576596.5462611064
015411bfe,1681387.2836346088
01560b792,259136.3454220086
0157b07da,1716408.213409572
01587bbbc,1664401.6901448383
0158ba234,1439588.40961147
01590d52a,6173819.744086871
015a40790,1445588.2912438435
015b07817,1239132.8986199184
015fc3313,3663064.048585994
01604ee4b,1638143.3764606188
016054375,2327186.539786365
01642dec0,496471.70387297525
0166ab5ea,1655627.5570638687
016b405be,1619511.0087690605
016bdc940,4157563.9153846987
016c31d1a,563121.763646942
016d290da,4725178.459278048
016decdd2,1644292.7000558781
016ee1214,1839261.6504553384
016efef23,1625899.0036482317
016f60448,1615320.1841935676
017029678,1408861.0572259934
01704d4ca,1247121.155178024
0172638ce,1325487.137466013
0173e6be5,1606733.8063395815
0174ed320,1121572.4495220284
017623c5c,1623893.753413635
017a4044f,1599296.231646107
017a6c7f9,1661712.156659731
017ae7ac3,1483526.3847776055
017b80d83,1719086.7682848717
017d9f1a4,1601218.6814264432
017e22e34,3422869.720053463
017e9a902,1582927.834346637
0180f14e9,1631174.2268224198
018148c57,1168743.0773529136
018166b42,2046196.0527404353
0181a6d0e,1602247.5408209497
018283661,1537501.8685888466
0183f9b32,1312948.702888452
0186cbba4,3746724.247032194
0188bc86f,1655942.35861734
01890383f,1937869.2168142132
018965366,1607890.9576634974
0189c8ab0,1548450.5266344862
018d514a2,1144461.0620584516
018d765bb,1418028.717051193
018dbbe73,1622329.3225013812
018de39ca,1588113.445055311
018fd935f,1638143.3764606188
018ffc9fa,1951536.5016214263
019372984,1707194.2028548394
01937e592,787810.7277735466
019381521,1562423.370339646
01952e574,1494780.7776592139
019540ad9,2477926.1158671966
01955815c,1638143.3764606188
0196be03d,1585175.072608924
01978c738,1641051.971356343
0197f607c,2146148.525050812
01980e862,1637849.7514606188
019823615,1638143.3764606188
019ab3785,1575139.7492183116
019c0d544,1527201.9700223624
019c5ad1d,1650848.877250161
019cff829,1638143.3764606188
019ed3e51,1638143.3764606188
019fd88df,1307897.1667622714
01a0a9e06,1637144.4392864895
01a1f927c,1638143.3764606188
01a4d6c6c,907338.7047481694
01a697820,1632544.471638149
01a72cedb,951923.3301414221
01a900d08,1491772.431056498
01a960c35,1757444.5446608672
01aa854be,1638143.3764606188
01ab08b6a,1604245.5546311156
01ad8126b,1312231.761297549
01af69076,1311637.6420134963
01aff9a04,1530264.4000877847
01b128a94,1532571.5474094767
01b1e697f,1734161.2774683763
01b3159e1,1494671.8769963703
01b342719,1613119.865447632
01b375dad,1633730.010616652
01b6d93e9,1565840.9054550158
01b6e8722,1506085.2412404092
01b728f6c,1638143.3764606188
01b784536,1316705.6466006755
01b7d0580,3620921.622476544
01b7defea,1655750.1482768417
01b80bb3c,1593315.4203585626
01b8c1484,1601418.67801234
01bbb0d76,1646779.6584947961
01bc848d9,1945609.7756649733
01bd8211e,1471204.5428590556
01bdda11d,1548422.0937907258
01be390b4,1525300.7089067013
01be6122c,1446098.6937927133
01c1d1fb0,2521329.152230134
01c33d5d2,1530070.4168029008
01c34e2ff,1450048.0977446558
01c362322,1569884.4942685855
01c553e1a,1358390.298842051
01c65531d,999516.7768284726
01c6933d0,11524473.339778176
01c74c797,1652822.1676776155
01c7eafe8,1573277.161609544
01c81cd35,6324929.36554411
01c898445,2401649.4056218457
01c9fd3a7,1941599.7686084334
01ca7113f,1638143.3764606188
01cb0f6ea,2172029.8818224366
01cc582f5,459241.65400978434
01cca8141,3981030.205881981
01cef01a2,578344.6335688527
01d10e85d,1252472.6626430827
01d193713,4283290.892574036
01d2fecbe,1499914.023113212
01d38c28f,1631964.9985155072
01d396bc2,1553891.4572758365
01d7bfe15,1409910.5352780626
01d8282f2,1511828.5302508862
01d94bd22,1517241.9036762211
01da2afeb,1359374.1528652008
01db02cda,1335479.4814696931
01dd4ee95,1638143.3764606188
01dd8785b,1146757.6153726908
01dff0d9c,1588227.9610457025
01e04a9fb,1641838.727161563
01e06a9f0,1642946.098175838
01e1970fb,1868800.347782682
01e1ee7f9,1503044.465143109
01e37465e,1409052.634312734
01e38e47e,1669819.95776384
01e6618b1,1558706.881794098
01e8de681,3885358.8533837562
01e9513b2,1580525.183542404
01ea633f5,1844363.2821604703
01eba0824,1587228.8609062312
01eca1d02,1837873.7035038467
01ed1f78a,2992554.4016791405
01ee29ec7,5238661.671179244
01eed81f9,2528147.0925547937
01ef1d226,929423.3195214737
01f0030e3,1736541.3293281673
01f15fad3,1178372.4490166279
01f330ffe,1963353.7691026686
01f39eb1e,683659.8118070727
01f44549a,1334204.7163375423
01f5a652b,1626594.1615933024
01f889c84,2022638.2820765974
01fa9c31e,1096772.960455681
01fd4e7e9,1472737.3204959435
01fde1134,1734213.101940651
01ff14471,1710251.3549643885
01ffa7fbe,1616679.10664665
02001f60c,2535454.0941713983
0201ea0a0,1146122.197920429
0201fe232,1435134.3732234354
020699f8e,1335901.5393090441
0206a24ce,5844725.167314621
0206bfd06,1638143.3764606188
020741219,1165254.5224329887
020816bdb,1473207.131468866
0209a7570,1525632.308788328
0209bf7b8,875560.7646616942
0209d2fd2,1631149.190594961
020b294bd,1563705.549562858
020b5b442,2038588.3223016649
020bd2d15,1335248.178673049
020eaebb2,1602917.9770619601
020ed0585,1352167.5949803325
020f67b89,2516371.222763773
02118146a,1283140.3912690454
0211c154c,4521004.043549342
0211f9abc,1491556.7067612945
021257ae5,5909054.6939644255
02135d6ab,2016957.7102526983
02170db23,1561230.5361552702
02180e987,1372907.9500549356
0218218c1,2523148.6229966623
0218cd3d7,3401714.5032655993
0219f8398,1888958.8067075324
021aee575,1581393.5944261882
021bd4dca,1510420.3584110634
021da9216,1578756.7053162348
021ebd418,1688392.875401059
021fd795a,1217642.1230272993
02223cd36,1914655.5255039032
0223c16c1,1534744.8363683487
022678dd2,1141470.6129161497
022792b0a,1615694.3635642042
022804284,805401.3205226893
0228aa82d,1925519.679650064
0229e75c4,1619239.853173804
022a8c2f7,3037120.218770658
022cb2631,1492878.5946346794
0230d4064,5148638.609661613
023377ebc,1934665.5625047695
02342e4f7,1545842.7336588239
0235e2eab,1908942.7570165526
023990ec3,1525270.9403145728
023ac9a3c,1545516.052824
023b81381,1558463.0608479874
023fa6bf0,1705683.524598199
024078072,632679.8417747095
0241d1cc7,1520865.7499311324
0241dbd70,3041477.9762184396
02423aea3,1910744.2805934432
0242e62ca,1801382.7124420626
024306e5d,1676419.4654600117
0244ca2e6,1638143.3764606188
0245590f8,1466863.9972173758
0246d6ee2,2332457.564887074
024739c7d,1349102.2521901147
024766f47,1088864.588252659
024813220,1822957.9915043493
024890eac,1132136.5270086033
024c65d46,1600433.86532537
024c8f9db,2651277.276062888
024cbb5b4,1634548.8078893418
024d9058c,903442.8890774155
024fe32af,1929075.6533063669
025045845,6896808.915236813
0250eb809,1142843.3416324495
025179e5e,1625038.9136183886
02537cf5e,1650841.3646217757
0254223d8,1638143.3764606188
0256c0b0e,6046263.826122471
025774ca3,3704656.899424498
025786cb9,1365762.6261657905
0257e2b97,1170361.8121245452
025994da9,1630187.5538934986
025a2f31f,1610117.884971684
025a544da,1611106.1027538297
025a96ed9,872712.3102594293
025abdc92,3135053.8716558246
025ba7d70,1537203.7188275573
025c222b3,1477610.032978127
025c7bb5f,1631317.6771196844
025e5d770,1654530.9329019617
02635ccad,1657720.1381360798
02648787c,2027877.1322149073
026756d03,1102096.7464560163
0267a271c,1474333.1598698224
02681ecec,1589627.1669388681
02697d7c3,1054098.3503563611
0269a6f71,1611005.843907063
0269d314c,1490642.798461063
0269dba28,1981353.6376963975
026a61d88,844965.3274157367
026aeaa2c,1647033.9242155184
026b02a83,1845897.0049121915
026baed22,1407245.7085837505
026c4e17b,1593306.205463052
026c5991c,1252278.9537377805
026cf59d9,2367742.2832565424
026cfc392,465447.62058600184
0270a390f,748644.6876608501
0270be3af,1639704.503708923
0270e156b,2076508.9588583526
027124809,1663819.9130969495
0272c405a,3290296.6839130633
027400cb8,1264896.788748148
0274ce8b8,1672356.0850425016
027769b10,1614470.7931104428
0277d96d0,1450147.5735330533
027a21566,1638143.3764606188
027c75423,3146969.0218754085
027cc80a8,2393682.0360028245
027d5aea6,2459925.3940881356
02865c5ec,3991659.4816692886
0287280ba,1622841.3922466529
02898064e,1749865.705290912
028988631,1269849.5966108528
028a5c0d4,1572847.2299851351
028da53a4,1280244.0790011426
028ee267a,1600400.0994450427
0292f2fc5,2042849.2698320511
02975edfa,1603183.0017973918
029a9db2e,1635439.945210619
029b14b56,1624651.3398532167
029bbe7d3,1604986.8066858097
029c1e398,938823.7251073415
029da4b41,1640194.8810967254
02a0c1918,1836609.122825965
02a2a1bdf,1945787.2407200797
02a2c00e0,1613808.7929834307
02a31514c,1679554.925947712
02a3dc04d,4317680.752443379
02a565b91,1627427.4195989214
02ac98fd5,1504750.106417004
02adff31a,1653151.2150318904
02affe93a,1642746.2348865143
02afff518,1472982.5968025075
02b000198,332574.70511050714
02b0b4bae,1496301.2156823275
02b0c3fdb,2094074.8547130767
02b220cf1,2604324.4858555757
02b25ade0,1630728.2780919666
02b413bb1,2849125.1610943824
02b4aaba1,6654812.773054656
02b67ff32,1572596.4419889925
02b71a6b2,2803305.3467508922
02b79188f,1699098.0368018388
02b8961fc,1418861.6256420664
02b96ff6c,1419622.1510085366
02bad4594,2000337.8809986243
02bbd7b9d,3255034.2530520875
02bcf8e90,3763641.072774038
02bde66d2,2019381.378129148
02bfe3c59,2125676.173020376
02c119238,1824821.9479682925
02c16cb74,1645403.495746568
02c475e65,1664912.0138004469
02c4d224b,1616036.0553956598
02c6d9700,1622381.7119556626
02c74523d,4007406.870578262
02c7c5e05,1593585.5744160067
02c8a1f80,744007.3031059178
02c8c7175,1638143.3764606188
02c91d25d,1938234.165319888
02ce4321f,1638143.3764606188
02cfae275,1944786.8880312108
02d07cb78,3212960.207811038
02d147e50,1585948.0766175927
02d173c38,1467136.320146788
02d1a1e82,1540310.9418455896
02d2dc64c,1557190.0201603952
02d3dcc5a,3502626.7460812386
02d67ed4c,2528764.1406795164
02d682de1,2099339.3804993797
02d72b46d,1056592.2333070564
02da114c7,1255029.3542556693
02da41c7e,2077253.2987696817
02dad771a,768730.7467482771
02db2bb9a,120757.08868369543
02dc20d11,1518717.7166955208
02dc3b94d,1627587.1616232623
02dd17f6f,1458238.0031243726
02deaaed6,1581402.4927404958
02dfd3b7c,1007905.4506381545
02e0b923c,1674438.7250914315
02e23559a,1601022.246278036
02e2acbaa,1635842.5857819715
02e5349d9,1144335.746492974
02e6bbef5,1393317.2166275962
02e7849bb,1670113.3234295156
02e80faad,1509108.8399853879
02eaec8f8,1714759.7244740846
02edb9180,11696256.878826436
02ee21874,1651552.4948879308
02ef3cdc7,1625691.1150256917
02f18ce31,1700755.2671324522
02f20fa4a,1638143.3764606188
02f492e98,1640379.8366635037
02f7d06a3,1632131.3828682592
02f8c9d39,2454443.8567844597
02f928f97,2244669.589445821
02f97eb4f,1550103.630934162
02f9cc844,1271300.4834599143
02f9f46ac,883753.7022551083
02fb07a76,719842.7502149327
02fb4683c,1470706.5152242861
02fd708e8,3065555.2017264282
03026bfdd,1399727.3680336918
0304186ba,1571748.8388981535
03052941a,1582838.5649341256
030553c29,1738196.257335269
0306f5c13,1614618.175701522
03078adf4,1558074.2365477022
030a2297c,1637105.038960619
030b9a986,1596089.5586871952
030bbd54c,1472207.2210532657
030d81f86,1382753.7919157937
03101eca5,1597910.0352127338
0311bb483,2133314.2206968246
03121027c,7090843.055478393
0312ea7f8,1559308.855110463
0313323d7,1194814.1963431654
03148fa17,1660000.738900866
0314aa65d,6054226.447315213
03156f66a,1124693.314860121
031775c5a,1572352.2387763604
0317cd26f,1568252.8696299877
0317dc1c8,1077004.5754089535
031959763,1949831.0937238457
031961e5e,1614037.624632579
031a6f52d,1461203.7189276724
031af41a0,1347965.270771843
031be3013,1793077.5184959436
031c054a3,1442454.5689361866
031e02d13,865139.3556536228
031fe6025,1590853.5638837595
03226e167,5644032.164511176
032313121,1464882.4636373627
03252fdf8,1205392.6064479302
0325ef5e3,2538526.9092090344
03278afaa,1872697.9793688876
0329abefe,1525919.9850491174
032b82f0c,1622248.7379645738
032cb3413,1124808.2436660023
032f7abe9,1679073.1166450796
032fd3cf7,1259157.2545118607
033135e05,5424174.786018582
03316e7c8,1433845.5597652353
0333c53fa,659715.9274680857
033611b09,1670224.2598767406
033656403,973842.000657419
0337427ab,1638143.3764606188
0338d1fb6,1429988.9715135593
033948435,10682174.317324376
033b70fcb,1622589.207027547
033d3323b,1182574.619131738
033db5f65,1605369.3213554283
0341af76c,1617629.9039960331
03434b4b4,1511968.1470407937
0344e4977,7716964.0701199705
0346fb76b,2600393.9203513544
034ad33d6,4563006.809109502
034af5dae,913923.3156068723
034b70bda,1461811.2258363764
034f2607b,488660.00984868244
034f28339,1054958.6849635066
034fb173b,1559522.9332103762
03504923d,4012133.0701562846
035226e6e,1335105.6557867478
035585d5c,1805653.0259852107
035643e2b,1642952.922428154
0356dfccd,1541677.0103746569
0356fc880,1626545.4166442405
03578cd16,1652524.6801572554
0358c22f6,1604343.4017094441
035a91cf2,1609753.2413038835
035b789d2,1878093.9262954576
03610ecc7,961617.9809540105
03656e62f,3592363.1560498634
0365b7b3a,818684.9233338966
0365f0a9f,1022024.4927633301
0367cb231,1099985.4609694788
03687090c,1638143.3764606188
036b2dd1e,1522925.260436302
036f3dd40,1638143.3764606188
03700787a,1572643.0452613996
03705c6ef,1638143.3764606188
03722e7be,1638143.3764606188
037248721,1414727.832106245
037269293,4655556.1278170915
03782136e,1618385.3051703528
03796cf0e,1663166.9315402564
037dc14e7,1751428.2340582495
037ec2166,1638143.3764606188
037f61da3,1638143.3764606188
0380c62db,2714563.014326785
03857cb43,1608280.4379345684
0387bf802,1731624.5455160674
038838fee,1590905.6476293223
0388b0dc1,1705504.6690855061
038ad1732,1518386.766967574
038b7c09a,2777198.3365894603
038c061e1,1626616.2686162868
038da9843,1632285.3890128182
038ded2fe,1674139.3284638594
038f623c2,1192840.925003323
039105297,1654526.9353915462
0391c19bf,1541898.082133919
0393e0694,1619919.2873575625
03949736d,4620662.8490454005
03959e9a9,2066600.625823518
03968aeb0,1554282.9951557985
039a844b4,1488455.1713331067
039e289ac,1825696.4457705226
03a062fbb,2330080.065864408
03a4623d5,1638143.3764606188
03a546322,1624610.7373145088
03a5c6003,1638143.3764606188
03a5f4351,1466159.5960903
03a81c915,2925850.239402395
03aaf818c,1730368.690923602
03ab8fc70,4596502.17842287
03aea7af1,3280337.5027039624
03b10328e,1305658.4350220007
03b27dded,1265480.9249259874
03b46ad5d,2560420.6774025946
03b4b4a3e,1640476.8815053152
03b67d81b,1638143.3764606188
03b6c19da,1540901.7565995853
03b835ca7,1635561.242923229
03b882553,1708529.3445654914
03b99b5f9,3181980.5704986313
03b9a2af2,4171066.932753109
03baf448a,3237559.3369921055
03bedbe9d,1353059.687781456
03bfd20b9,1638143.3764606188
03bfe3bc5,972556.4322159736
03c18ac69,1467798.1286799544
03c27a2bf,1613236.0664044246
03c760f76,1529354.0760302169
03c8caae7,1442756.725824161
03c9a65f8,1520604.3578382332
03cdb39c1,3511093.4376160144
03d4bd5b8,1787899.7044030982
03d73e9c5,1398516.5670738667
03d854501,1596825.0063220803
03d893c26,1318253.6160178608
03da7d69e,1401605.5041661004
03db05222,1408366.5929840058
03dc6875e,844752.2672246015
03dfb0bd7,1180626.9663426594
03e09458b,1557368.189225541
03e10ddf7,1568693.9141948419
03e28b99f,2056855.727863648
03e58b888,1551397.5681734555
03e592e94,1857109.6250665314
03e755a97,1897394.2460887756
03e78798a,5688365.554017241
03e823704,1596557.5365945892
03e882a88,1638143.3764606188
03e897c29,1494628.889745329
03ebad6bc,1242539.2804378306
03ebf5ecf,460246.55327312753
03ec3ab4e,1636749.2091647722
03ec5eed1,3420052.032813155
03ed5c911,2561618.0801894316
03ed976ab,1589859.5125349304
03ef34c90,1622294.829254696
03f203cfa,2369307.2848465648
03f3c8c46,1361554.5703877823
03f492c31,1832803.9007642253
03f5b5e4a,1638143.3764606188
03f6822ee,1419558.9515898938
03f6de512,1084610.1744978428
03f73ef0e,1999547.464866757
03f74f010,4868155.5893794885
03f82bc6c,2550121.307231066
03fa0306c,1661772.011813952
03fc7fa27,1007985.4654504282
03fe6e716,1616628.926297842
03ffe3f49,1683875.727883316
04023973e,2034943.1079923892
04042f2d4,3006020.3689781358
04045c3a4,1616764.3046211682
0404fb8e2,1641495.280986538
0406e6e47,2661035.941635199
040951939,1546256.4037583931
0409890f8,1715222.8725491562
040ca2949,1579990.0049301502
040f6b98c,2133483.4812593423
040fb51e2,2069913.3771086792
0411c1468,1740808.917172528
04127fa80,1399697.6893261147
0412f421d,1746199.0106289638
041346d0f,1638143.3764606188
04137899d,3779430.4799308805
0419a598f,1555442.219739838
041abacf2,1388246.945954331
041ac253e,1042046.8943050945
041ae628c,1563507.1762648025
041b2eaa1,1383641.3733203341
041d211ec,1664687.6909618136
041d6aa88,1302807.6296469476
041e0fa5a,2695006.26580247
041fec996,939039.4526282493
042091615,1885706.9504777575
0423774bc,1551681.0744716846
04245c9ab,1699008.00148728
0425713aa,998809.3920327249
042576594,2003725.76068269
04258a134,1531515.425299376
04290d6e3,1221185.1324332454
0429ef94f,2194364.506705421
042acad39,1059097.2175208756
042b75b8b,2493267.7964815907
042b8215b,6370677.072590027
04305a384,1628646.8355193047
04314d3a3,1260829.5260307179
04315db05,1198509.1887632387
04345543a,1602670.80908049
043593500,1385663.3506707565
0436f2c86,1658381.4760288144
04370ab18,1901543.630204185
0437281f5,4380371.909237205
0438dc28d,1648279.0463663633
043be1af1,1159287.7482627425
043c23fbe,676443.5069017782
043dce29d,1638143.3764606188
043e4b825,1556262.6633659364
043f5244b,2834728.5177820455
043fd2e42,1836299.0712597002
0441a98fe,5356987.457262574
044541178,1496385.4642885588
04457b1e5,1626190.655891294
04462ec86,1628445.8031393234
044683ae6,1259059.3454749202
0448aa36f,1647680.6603199523
0449d0137,1527707.8632341058
044b95f86,1611256.7841006233
044b97b6c,2123970.236822359
044c7fd20,1685337.9694541597
044c8dfd9,1535035.79729569
044d8ee8d,1281031.2042592398
044eb2751,1638143.3764606188
044efc778,1617851.590269481
045082aa1,1861303.7015802609
04518a146,1678042.1778446916
045239fe8,678283.4179984072
0453a3e09,709896.4145435833
0454417ec,4883553.930026668
0454de019,1060490.8833269621
04562691c,1394917.85865778
0458a04a0,1886802.8709826146
045901f6a,3083219.0515435627
045986d3a,1638143.3764606188
045bce540,1238673.0375220375
045ce5b8c,1620712.584101102
046021d41,1594617.7020291744
0462e36a5,1900488.619088673
046526fe2,1102252.811004227
04655596d,1668853.8224594884
04658f5b6,1637200.3643116727
046692f4b,1413939.1921835167
046868511,893432.5217804111
046892828,1638143.3764606188
046b3d7ef,1589302.2205565036
046c924e3,541375.4110542225
046e2664e,1622157.5557146803
046e3b5b4,2338079.020429968
046f20f0d,1638143.3764606188
047157871,1626842.0004041512
04722b965,1623673.5917453126
0478dd0a3,1354035.1561309902
0479371c3,1669773.5577100157
047ac78ea,1311156.9088875097
0481e6914,628433.8202918251
04822e352,1638143.3764606188
0483111ba,1563387.2735964058
0483794aa,3835431.893084045
048443c83,1576660.730232014
04847c5ea,1542865.3162645977
048658031,1625814.2699853333
048694692,4362432.753367199
048712c35,1525192.787929137
048b1b81c,1639258.2158063175
048def5ee,1609235.3570867921
048e4e5ce,1663406.323040705
049036175,8173217.817007707
04905d5d0,1757229.7602680628
0490bce2f,1612176.120146796
0492364a6,1651048.9945487552
0493c1057,1640401.1920380876
0494cbc16,1602519.2102611219
049670925,1489049.7170379907
04998f537,1635598.4986445224
04999528c,1076836.6839294047
049a35c33,1027768.0558874308
049a8e3e5,1663375.7964137422
049ab0d4d,902220.4637252239
049b66c17,1483235.8328077109
049e17289,655067.2915060057
049e7e088,1666065.6656378233
04a049e48,1202827.129061996
04a095504,1683862.9078749982
04a105753,1682699.5359779159
04a231167,1299921.8570149257
04a3c6d21,1194272.217212228
04a5a539f,1487168.7261392255
04a746dc8,1580033.7460390693
04a992add,1053547.4467632815
04a9e4aeb,1389273.9415674913
04aa2e15a,2265323.492855448
04aa6b5fc,1153282.7840088475
04ab00450,1638143.3764606188
04ab1de8e,5430209.074546372
04ad57b6d,1453850.0611515145
04ae21348,973799.3608289289
